0.000000000000000000e+00;0.000000000000000000e+00
5.000000000000000104e-03;3.699969866611425422e-154
1.000000000000000021e-02;3.854132106244059881e-70
1.499999999999999944e-02;1.540328631432999182e-32
2.000000000000000042e-02;7.518533246511921863e-14
2.500000000000000139e-02;2.519297120559222476e-05
2.999999999999999889e-02;1.071051603421698493e-02
3.500000000000000333e-02;1.198689311532124234e-02
4.000000000000000083e-02;2.486347336432106429e-03
4.499999999999999833e-02;3.261393893624924684e-02
5.000000000000000278e-02;5.249022034040694284e-02
5.500000000000000028e-02;2.893946459972935800e-02
5.999999999999999778e-02;4.607450326616396863e-02
6.500000000000000222e-02;6.928841927573090032e-02
7.000000000000000666e-02;1.975317689672592969e-01
7.499999999999999722e-02;2.978138248018490919e-01
8.000000000000000167e-02;4.007450846654048715e-01
8.500000000000000611e-02;3.735934891129716329e-01
8.999999999999999667e-02;2.942042470373761320e-01
9.500000000000000111e-02;3.226601640774235391e-01
1.000000000000000056e-01;4.104668698377874070e-01
1.049999999999999961e-01;4.848361485091769452e-01
1.100000000000000006e-01;5.073821443900974337e-01
1.150000000000000050e-01;5.313921934568293093e-01
1.199999999999999956e-01;5.713938727334213485e-01
1.250000000000000000e-01;5.823583149442858042e-01
1.300000000000000044e-01;6.014018592033310018e-01
1.350000000000000089e-01;6.809674287949576410e-01
1.400000000000000133e-01;7.619042853319264452e-01
1.449999999999999900e-01;7.813362907776943977e-01
1.499999999999999944e-01;7.514787129643512031e-01
1.549999999999999989e-01;7.177241438991063260e-01
1.600000000000000033e-01;7.127202760280747507e-01
1.650000000000000078e-01;7.318445400926458788e-01
1.700000000000000122e-01;7.628170709558900198e-01
1.750000000000000167e-01;7.973478892963162812e-01
1.799999999999999933e-01;8.349515738511439356e-01
1.849999999999999978e-01;8.687595741759602808e-01
1.900000000000000022e-01;8.987354964117872935e-01
1.950000000000000067e-01;9.336849497835884026e-01
2.000000000000000111e-01;9.895781748664900235e-01
2.050000000000000155e-01;1.069474929115132644e+00
2.099999999999999922e-01;1.160889214825208793e+00
2.149999999999999967e-01;1.258397686037155072e+00
2.200000000000000011e-01;1.349293911669114054e+00
2.250000000000000056e-01;1.414348589259777356e+00
2.300000000000000100e-01;1.448583823029463424e+00
2.350000000000000144e-01;1.447094636500705134e+00
2.399999999999999911e-01;1.412620779474102362e+00
2.449999999999999956e-01;1.354581197597819475e+00
2.500000000000000000e-01;1.291335621640312903e+00
2.550000000000000044e-01;1.241198060918647483e+00
2.600000000000000089e-01;1.207534561752153346e+00
2.650000000000000133e-01;1.184483324148770222e+00
2.700000000000000178e-01;1.168999618133313545e+00
2.750000000000000222e-01;1.159876582529435263e+00
2.800000000000000266e-01;1.154659275257066353e+00
2.850000000000000311e-01;1.152585249384932453e+00
2.899999999999999800e-01;1.156675753468985324e+00
2.949999999999999845e-01;1.169283637726987513e+00
2.999999999999999889e-01;1.187815404094024307e+00
3.049999999999999933e-01;1.205966362186799978e+00
3.099999999999999978e-01;1.216417649896694320e+00
3.150000000000000022e-01;1.215908746297440723e+00
3.200000000000000067e-01;1.208276298780874169e+00
3.250000000000000111e-01;1.201438072386090905e+00
3.300000000000000155e-01;1.201334966224499201e+00
3.350000000000000200e-01;1.208728384181706028e+00
3.400000000000000244e-01;1.219974531319821143e+00
3.450000000000000289e-01;1.229440695983472498e+00
3.500000000000000333e-01;1.233167046343902618e+00
3.549999999999999822e-01;1.230161173925518714e+00
3.599999999999999867e-01;1.220177323319485696e+00
3.649999999999999911e-01;1.204172563483890457e+00
3.699999999999999956e-01;1.184871591864346430e+00
3.750000000000000000e-01;1.162793988920387100e+00
3.800000000000000044e-01;1.136453485885571713e+00
3.850000000000000089e-01;1.105933171053451458e+00
3.900000000000000133e-01;1.073422491700239734e+00
3.950000000000000178e-01;1.041153107143434342e+00
4.000000000000000222e-01;1.009711143324120597e+00
4.050000000000000266e-01;9.793571819536910361e-01
4.100000000000000311e-01;9.512848042536627968e-01
4.150000000000000355e-01;9.264922222965948917e-01
4.199999999999999845e-01;9.055128007385194744e-01
4.249999999999999889e-01;8.887297818718628006e-01
4.299999999999999933e-01;8.763591154213773438e-01
4.349999999999999978e-01;8.686574728637690423e-01
4.400000000000000022e-01;8.662096304396896818e-01
4.450000000000000067e-01;8.698185541479172000e-01
4.500000000000000111e-01;8.804023366112794236e-01
4.550000000000000155e-01;8.989271534460391289e-01
4.600000000000000200e-01;9.256716718285199486e-01
4.650000000000000244e-01;9.594545656789899013e-01
4.700000000000000289e-01;9.980246218664301505e-01
4.750000000000000333e-01;1.038981094328525590e+00
4.799999999999999822e-01;1.080027785429106491e+00
4.849999999999999867e-01;1.118371016016605379e+00
4.899999999999999911e-01;1.149614797453643478e+00
4.949999999999999956e-01;1.167516925808568695e+00
5.000000000000000000e-01;1.166422721005717422e+00
5.050000000000000044e-01;1.145234936067579756e+00
5.100000000000000089e-01;1.108703386438058436e+00
5.150000000000000133e-01;1.064511355459047959e+00
5.200000000000000178e-01;1.019509973899188626e+00
5.250000000000000222e-01;9.782610893338451463e-01
5.300000000000000266e-01;9.434881086939207462e-01
5.350000000000000311e-01;9.165940744095359971e-01
5.400000000000000355e-01;8.976093369123445687e-01
5.450000000000000400e-01;8.850913419867275644e-01
5.500000000000000444e-01;8.765270441266521662e-01
5.550000000000000488e-01;8.692805519549237081e-01
5.600000000000000533e-01;8.615727613359563941e-01
5.650000000000000577e-01;8.529255497973181610e-01
5.700000000000000622e-01;8.440670570012652751e-01
5.750000000000000666e-01;8.365417309898515175e-01
5.799999999999999600e-01;8.318779919161284342e-01
5.849999999999999645e-01;8.303701471189642858e-01
5.899999999999999689e-01;8.306148859568528442e-01
5.949999999999999734e-01;8.305737893922728876e-01
5.999999999999999778e-01;8.290166405357319857e-01
6.049999999999999822e-01;8.259319794243965562e-01
6.099999999999999867e-01;8.218964424503014676e-01
6.149999999999999911e-01;8.172769422524048810e-01
6.199999999999999956e-01;8.119294147145225127e-01
6.250000000000000000e-01;8.054008057291082157e-01
6.300000000000000044e-01;7.972615181977475984e-01
6.350000000000000089e-01;7.872852994953616346e-01
6.400000000000000133e-01;7.754619941214327961e-01
6.450000000000000178e-01;7.619556068318810160e-01
6.500000000000000222e-01;7.470783106416020170e-01
6.550000000000000266e-01;7.312782137545140726e-01
6.600000000000000311e-01;7.151140667035560394e-01
6.650000000000000355e-01;6.992031848009204742e-01
6.700000000000000400e-01;6.841472474199098430e-01
6.750000000000000444e-01;6.704511961754408000e-01
6.800000000000000488e-01;6.584528577985371278e-01
6.850000000000000533e-01;6.482774145394913923e-01
6.900000000000000577e-01;6.398278734619373687e-01
6.950000000000000622e-01;6.328192947851879469e-01
7.000000000000000666e-01;6.268441166474286730e-01
7.049999999999999600e-01;6.214260110521625524e-01
7.099999999999999645e-01;6.160360736668485382e-01
7.149999999999999689e-01;6.101195303047215468e-01
7.199999999999999734e-01;6.032061521629252798e-01
7.249999999999999778e-01;5.950744187465267787e-01
7.299999999999999822e-01;5.858308797623986708e-01
7.349999999999999867e-01;5.758191140490438453e-01
7.399999999999999911e-01;5.654264468772192131e-01
7.449999999999999956e-01;5.549213862219182225e-01
7.500000000000000000e-01;5.443983949370018172e-01
7.550000000000000044e-01;5.338304489493759242e-01
7.600000000000000089e-01;5.231761770451275328e-01
7.650000000000000133e-01;5.124565887012554333e-01
7.700000000000000178e-01;5.017436265654762195e-01
7.750000000000000222e-01;4.910885868405088228e-01
7.800000000000000266e-01;4.804746407080278670e-01
7.850000000000000311e-01;4.698431306822183351e-01
7.900000000000000355e-01;4.591683876814170451e-01
7.950000000000000400e-01;4.485222114939292348e-01
8.000000000000000444e-01;4.380906549154567342e-01
8.050000000000000488e-01;4.281425722037442427e-01
8.100000000000000533e-01;4.189716494068896346e-01
8.150000000000000577e-01;4.108389188923172730e-01
8.200000000000000622e-01;4.039371539156783042e-01
8.250000000000000666e-01;3.983857163216923958e-01
8.300000000000000711e-01;3.942485542712409474e-01
8.349999999999999645e-01;3.915563116161968060e-01
8.399999999999999689e-01;3.903133297559200909e-01
8.449999999999999734e-01;3.904836721704413316e-01
8.499999999999999778e-01;3.919695019928750579e-01
8.549999999999999822e-01;3.946051090965300712e-01
8.599999999999999867e-01;3.981802305425627408e-01
8.649999999999999911e-01;4.024854080329848816e-01
8.699999999999999956e-01;4.073609499621188013e-01
8.750000000000000000e-01;4.127362029478099936e-01
8.800000000000000044e-01;4.186523609752870745e-01
8.850000000000000089e-01;4.252589821733889219e-01
8.900000000000000133e-01;4.327683590749821785e-01
8.950000000000000178e-01;4.413572782899315428e-01
9.000000000000000222e-01;4.510353976972902856e-01
9.050000000000000266e-01;4.615423324148308359e-01
9.100000000000000311e-01;4.723432080440870817e-01
9.150000000000000355e-01;4.827364025331868369e-01
9.200000000000000400e-01;4.920138829348841281e-01
9.250000000000000444e-01;4.995920596937613589e-01
9.300000000000000488e-01;5.050691746902996604e-01
9.350000000000000533e-01;5.082218022490192499e-01
9.400000000000000577e-01;5.089841855169756624e-01
9.450000000000000622e-01;5.074409934678616452e-01
9.500000000000000666e-01;5.038244640624682802e-01
9.550000000000000711e-01;4.984862233645599994e-01
9.599999999999999645e-01;4.918367879033411771e-01
9.649999999999999689e-01;4.842816195794275025e-01
9.699999999999999734e-01;4.761860928721607933e-01
9.749999999999999778e-01;4.678714827438474333e-01
9.799999999999999822e-01;4.596183357759173194e-01
9.849999999999999867e-01;4.516573871598267287e-01
9.899999999999999911e-01;4.441487749628829085e-01
9.949999999999999956e-01;4.371630997047523670e-01
1.000000000000000000e+00;4.306765845705651796e-01
